title,body,tags
Problemas ao acessar atributos de classe ao criar action listener com java,"<p>Bom eu tenho uma classe que estende um <code>JPanel</code>, nesse <code>JPanel</code> eu adiciono um <code>JButton</code> e utilizo o método <code>addActionListener</code> para setar um <code>ActionListener</code> pra esse <code>JButton</code>, mas quando estou criando o <code>ActionListener</code> não consigo acessar os atributos do <code>JPanel</code>, segue o código abaixo:</p>

<pre><code>public class MemoriaView extends JPanel {
    private GenericAPI api;
    private JButton salvar;

public MemoriaView(){
    super();
    this.setLayout(new MigLayout());
    this.setSize(500,600);
    this.api = new GenericAPI&lt;MemoriaModel&gt;();
    this.salvar = new JButton(""Salvar"");
    this.salvar.addActionListener(new ActionListener(){
        public void actionPerformed(ActionEvent evt){
                        /* Aqui quero pode acessar o this.api porem nao consigo */
        }
    });
}
</code></pre>
",<java><orientação-a-objetos><actionlistener>
Execução automática de método,"<p>Estou com um classe x que precisa executar um método y uma vez por dia. Entretanto, como fazer isto em PHP Orientado a objeto?</p>

<p>P.S: Em PHP estruturado, utilizava crontab ou fcron para programar que uma determinada URL fosse executada em determinado horário. Naquele script, colocava as modificações necessárias.</p>
",<php><orientação-a-objetos>
Como restringir tipos herdados a partir de um nível de hierarquia?,"<p>Dado o modelo hipotético abaixo:</p>

<pre><code>public abstract class Veiculo
{
    public Motor Motor { get; set; }
}

public class Aviao : Veiculo { }

public abstract class Motor { }

public class MotorCarro : Motor { }

public class MotorAviao : Motor { }
</code></pre>

<p>É possível restringir o tipo de <code>Motor</code> para a classe <code>Aviao</code> como sendo apenas <code>MotorAviao</code> e seus derivados? Ou ainda, qual seria a melhor solução para esse cenário?</p>

<h2>Edit</h2>

<p>O mesmo cenário, mas com um atributo que é bem comum pra casos de agregação: uma lista de todos objetos agregados do outro lado do relacionamento. </p>

<p>A classe <code>Motor</code> deveria conhecer todos veículos que a utilizam. Ficaria assim:</p>

<pre><code>public abstract class Motor
{
    public virtual ICollection&lt;Veiculo&gt; Veiculos { get; set; }
}
</code></pre>
",<c#><orientação-a-objetos>
O que são metaclasses?,"<p>Algumas linguagens de programação modernas como o Ruby implementam as chamadas ""Metaclasses"".</p>

<ul>
<li>O que é isso?</li>
<li>Pra que serve?</li>
<li>Como e quando deve ser usada?</li>
</ul>
",<orientação-a-objetos>
Java não possui herança múltipla?,"<p>Eu havia visto em algum lugar agora não me recordo, acho que foi em um curso sobre orientação a objetos, que Ruby possui. Mas em Java eu nunca vi. Será que é por causa disso que usa-se classes abstratas? Ou isto não tem sentido?</p>
",<java><orientação-a-objetos><ruby>
Como persistir o estado de uma fila de pedidos?,"<p>Estou trabalhando em uma aplicação C# que necessita de uma fila de itens do tipo <code>Pedido</code>. Basicamente sempre que um novo pedido é criado ele é colocado na fila e a aplicação mostra os pedidos na ordem sequencial que devem ser entregues. Quando um pedido é finalizado ele sai da fila.</p>

<p>Por enquanto o que estou fazendo é basicamente manter uma propriedade <code>enum</code> status na classe pedido que quando o pedido é criado tem valor <code>StatusPedido.Enviado</code> e quando o pedido é entregue tem valor <code>StatusPedido.Entregue</code>. A fila, portanto, só inclui itens no estado enviado.</p>

<p>Pra persistir isso, a principio não é dificil. Minha primeira ideia foi criar uma propriedade <code>DataModificacao</code> nos pedidos e então ordenar os pedidos pela data de modificação lembrando que filas são ""first in first out"". Dessa forma, a aplicação le os pedidos na base de dados, ordena e monta a fila.</p>

<p>Até ai tudo bem, o problema é o seguinte: existe um requisito dos usuários serem capazes de reordenar a fila. Isso ocorre porque certas vezes um pedido que pode ser entregue mais rápido pode ser adiantado e passado na frente de outros.</p>

<p>Fazer isso no código é facil. Basicamente é so trocar referências e tudo funciona. Mas e pra persistir isso? Só data de modificação não resolve mais, porque quando carrega-se os pedidos da base de dados não vai ter informação de quais foram adiantados. Pensei em uma nova propriedade que tem o ID do pedido que deve vir em seguida, e uma propriedade contendo uma referência para o próximo pedido mas não sei se é uma boa abordagem, porque isso parece mais um detalhe de implementação de persistência do que algo que faz parte do domínio mesmo.</p>

<p>Além disso, um pedido quando está fora da fila (ou antes de ser integrado a fila, ou depois de ser entregue) já não tem mais esse próximo, portanto o próximo pedido não parece uma propriedade da classe <code>Pedido</code> mesmo já que ela só faz sentido em certos casos.</p>

<p>Como eu posso fazer pra persistir esse tipo de coisa: uma fila que pode ser reordenada e que precisa ter sua ordenação persistida?</p>
",<c#><banco-de-dados><orientação-a-objetos><estrutura-de-dados>
O que é abstração?,"<p><em>Web</em> afora e também aqui no Stack, às vezes se fala em ""abstração"" quando o assunto é arquitetura/engenharia de <em>software</em> e orientação à objetos, principalmente.</p>

<ul>
<li>O que é a tal ""abstração""?</li>
<li>Por que ela é importante?</li>
<li>Como consegui-la na prática?</li>
</ul>
",<orientação-a-objetos><arquitetura-de-software><abstração>
Métodos estáticos em Factory Method,"<p>Estou criando uma classe simples utilizando Factory Method e me surgiu a seguinte dúvida.</p>

<p><strong>É recomendável ou fere as boas práticas a utilização de métodos estáticos em Factories?</strong></p>

<p>Em muitos exemplos que encontrei por ai temos uma instância da classe de Factory, e não identifiquei nenhuma razão para a mesma precisar ser instanciada.</p>

<pre><code>&lt;?php
/* Factory and car interfaces */
interface CarFactory {
    public function makeCar();
}

interface Car {
    public function getType();
}

/* Implementações da Factory e Car */
class SedanFactory implements CarFactory {
    public function makeCar() {
        return new Sedan();
    }
}

class Sedan implements Car {
    public function getType() {
        return 'Sedan';
    }
}

/* Client */
$factory = new SedanFactory();
$car = $factory-&gt;makeCar();
print $car-&gt;getType(); 
</code></pre>

<p><a href=""http://en.wikipedia.org/wiki/Factory_method_pattern"" rel=""nofollow"">Fonte</a></p>

<p>Notem a diferença na implementação com métodos estáticos:</p>

<pre><code>&lt;?php
/* Factory and car interfaces */
interface CarFactory {
    public static function makeCar();
}

interface Car {
    public function getType();
}

/* Implementações da Factory e Carro */
class SedanFactory implements CarFactory {
    public static function makeCar() {
        return new Sedan();
    }
}

class Sedan implements Car {
    public function getType() {
        return 'Sedan';
    }
}

/* Client */
$car = SedanFactory::makeCar();
print $car-&gt;getType(); 
</code></pre>
",<php><orientação-a-objetos><design-pattern>
"Como usar o sistema de ""append"" em WinAPI?","<p>Eu estou fazendo uma pequena biblioteca para Windows, e tudo estava bem até chegar nas janelas. O sistema que eu queria fazer era igual o do Qt: ""append"". Seria simples: uma classe virtual pura seria recebida em window.append(), e todos os meios gráficos (push button, label, listview, etc.) seriam herdados dessa classe. O problema é que para fazer isso, é necessário mudar o WindowProc antes de iniciar a janela, e se houvesse como fazer isso, ainda teria que ""desregistrar"" o handle e a classe da janela. O que posso fazer para lidar com isso?</p>

<p>Exemplo:</p>

<pre><code>LRESULT CALLBACK WindowProcedure(HWND window, MSG msg, WPARAM wParam, LPARAM lParam)
{
    switch(msg)
    {
        /* append */ case WM_CREATE:
        //adicionar o meio grafico
    }
 }
</code></pre>
",<c++><orientação-a-objetos><windows><winapi>
Utilizar muitas interfaces é uma má prática de programação?,"<p>olá, sou estudante em Sistemas de Informação e estou modelando um jogo, um pet virtual que tem suas necessidades e conversa com seu dono, abaixo segue a modelagem das classes e interfaces. </p>

<p>Mostrei para um amigo formado em Ciência da Computação, ele achou que tem muitas interfaces, que não era necessário, eu argumentei que caso no futuro eu poderia dar manutenção e implementar pets da forma que eu quisesse sem muito esforço, podendo criar um pet híbrido entre animal e robo, e atribuindo a ele seus comportamentos através das interfaces, mas enfim ele veio com argumentos de desempenho da aplicação.</p>

<p>Minha dúvida é se minha modelagem (que não está pronta, apenas um esboço) com tantas interfaces é uma má prática de programação? Quando devo utilizar uma interface?</p>

<p><img src=""http://i.stack.imgur.com/li75I.png"" alt=""inserir a descrição da imagem aqui""></p>

<p><a href=""http://postimg.org/image/s2nzv51fv/"">Link da imagem</a></p>
",<orientação-a-objetos><arquitetura-de-software><interface>
"O que significa ""introspecção em tempo de execução""?","<p>Procurando informações sobre um toolkit gráfico em Lua, encontrei uma explicação sobre o lgi (GTK) que apresentava uma grande vantagem: ""...pois ele foi escrito em C e com capacidade de introspecção em tempo de execução, o que facilita a
criação de bindings para outras linguagens..."".
Alguém pode me ajudar a entender melhor o que significa a ""introspecção em tempo de execução""?</p>
",<orientação-a-objetos><lua>
Composição e agregação: quais as diferenças e como usar?,"<p>Em orientação a objetos é comum que objetos de uma certa classe possuam referências a um ou mais objetos de outras classes. Um exemplo muito simples é um objeto de uma classe <code>Pedido</code> que possui referência a uma lista de <code>Itens</code>, de forma que cada objeto desse tipo possua referência a vários objetos de outro tipo.</p>

<p>Acontece que em alguns casos chamam isso de composição e em outros casos chamam isso de agregação. Pesquisando li que composição é quando um dos objetos não existe independente do outro e agregação é quando os dois podem existir independentemente. É só isso mesmo?</p>

<p>Mesmo se for só isso, eu ainda não consigo identificar quais as implicações disso na prática. Basicamente, nos dois casos basta ter uma propriedade no objeto cujo tipo é a classe do outro tipo. Não tem em código uma diferença entre agregação e composição, então quais as utilidades de diferenciar esses dois casos e qual a diferença dessas duas abordagens na prática?</p>
",<orientação-a-objetos>
Por que não é possível definir uma interface com métodos estáticos?,"<p>Gostaria de forçar algumas de minhas classes a ser implementada em Singleton, mas me deparei com a seguinte situação.</p>

<pre><code>interface ICharacterSingleton{
    static Characters getInstancia();
}

public static class Zero extends Characters implements ICharacterSingleton {        
    private static Characters Instancia = null;
    private Zero(){     
        Layout.add(""   111  "");
        Layout.add(""  1   1 "");
        Layout.add(""  1   1 "");
        Layout.add(""  1   1 "");
        Layout.add(""  1   1 "");
        Layout.add(""  1   1 "");
        Layout.add(""  1   1 "");
        Layout.add(""   111  "");                         
    }

    public static Characters getInstancia() {
        if(Instancia == null)
            Instancia = new Zero();         
        return Instancia;
    }               
}
</code></pre>

<p>Não posso definir um método estático para uma interface? existe uma outra saída para essa situação?</p>
",<java><orientação-a-objetos>
Classes e metodos constutores,"<p>Quando eu crio uma classe eu sempre crio o método construtor da seguinte maneira:</p>

<pre><code>class ClassName(object):

    """"""docstring for ClassName""""""

    def __init__(self, arg1, arg2, arg3):
        self.arg1 = arg1
        self.arg2 = arg2
        self.arg3 = arg3
</code></pre>

<p>Porem durante meus estudos tenho visto métodos construtores do seguinte modo:</p>

<pre><code>class ClassName(object):

    """"""docstring for ClassName""""""

    def __init__(self, arg):
        super(ClassName, self).__init__()
        self.arg = arg
</code></pre>

<p>Minha duvida é a com relação a adição da linha:</p>

<pre><code>super(ClassName, self).__init__()
</code></pre>

<p>Por que essa linha de código é adicionada a alguns métodos construtores ?!</p>
",<python><orientação-a-objetos><classes>
Organização de projetos em pacotes,"<p>Estou realizando um estudo sobre Java e gostaria de aprender sem utilizar aquelas IDEs cheias de recursos que fazem tudo.
Após várias tentativas de aprender a usar pacotes, criando-os manualmente, uma classe não está conseguindo enxergar outras fora do pacote. Segue um exemplo totalmente genérico:</p>

<p>A estrutura de pastas é a seguinte:</p>

<pre><code>-pacotes
 Teste.java(classe com main)
 --objeto
   Texto.java
</code></pre>

<p>E os códigos dos arquivos são os seguintes:</p>

<p>-> Teste.java</p>

<pre><code>package pacotes;
import pacotes.objeto.*;

public class Teste{

    public static void main(String[] args) {

        Texto t = new Texto();
    }
}
</code></pre>

<p>-> Texto.java</p>

<pre><code>package pacotes.objeto;

public class Texto{

    public Texto(){
        System.out.println(""Construiu um objeto"");
    }
}
</code></pre>

<p>Ao compilar o arquivo Texto.java tudo ocorre normalmente, mas ao compilar o Teste.java fala o pacote 'pacotes.objeto' não existe, o que há de errado?</p>
",<java><orientação-a-objetos>
Qual a função de carácter ? no tipo de variável em c#,"<p>Vejo muitos códigos de terceiros e vejo frequentemente a utilização do sinal de interrogação no tipo da variável.</p>

<p>Exemplo:</p>

<pre><code>public bool? Status
</code></pre>

<p>Alguém poderia me explicar qual a diferença de não se ter esse sinal ? no tipo de dado bool.</p>
",<c#><orientação-a-objetos>
Relações muitos para muitos em serviço RESTful,"<p>Estou começando a trabalhar com serviços RESTful e estou com dúvidas sobre relações muitos para muitos. Por exemplo, suponha que eu tenha duas entidades <code>Cliente</code> e <code>Fornecedor</code> e que <code>Cliente</code> possua uma lista de fornecedores, os fornecedores dos quais ele compra e <code>Fornecedor</code> possua uma lista de clientes que compram dele. Algo assim </p>

<pre><code>public class Cliente
{
    // Propriedades da classe Cliente

   public IList&lt;Fornecedor&gt; Fornecedores { get; set; }
}

public class Fornecedor
{
    // Propriedades da classe Fornecedor

   public IList&lt;Cliente&gt; Clientes { get; set; }
}
</code></pre>

<p>Daí se quiser expor isso num serviço RESTful qual seria a melhor forma de fazer? Pensei em expor a seguinte URL <code>/clientes/{idCliente}/fornecedores</code> pra obter os fornecedores de um cliente e então adicionar ou remover fornecedores desse cliente, mas estou achando isso um opção ruim. </p>

<p>Basicamente porque já existiria a url <code>/fornecedores</code> que gerencia os fornecedores em geral e colocando essa pros fornecedores de cada cliente me parece muito estranho.</p>

<p>Dessa forma qual o jeito mais indicado de gerenciar relações muitos para muitos em api's restful?</p>
",<orientação-a-objetos><rest><web-api-2>
Java Desempenho de classes vazias e cheias de métodos,"<p>Se eu criar uma classe cujo objetivo a agrupar uma quantidade de métodos relacionados. Suponha uma Classe Boi{} e ela possuir diversos métodos mas nenhum elemento. </p>

<p>Por exemplo:</p>

<pre><code>public class Ruminante{
      public String mugir(Animal animal){
            return ""Muuu"";
      }
      public void comer(Mato grama){
             //processa grama
      }
      public void darCabecada(Animal animal){

      }
      public void darCoice(Animal animal){

      }
}
</code></pre>

<p>E quando eu quiser chamar fizer:</p>

<pre><code>public class Principal(){
       Boi boi = new Boi();
       Ruminante r = new Ruminante();
       r.mugir(boi); 
}
</code></pre>

<p>Qual a perda de desempenho? Há outras desvantagens em fazer desta forma? É muito pior do que se tudo na classe Ruminante fosse estático? </p>
",<java><orientação-a-objetos><classes><objetos>
Getters e setters são uma ilusão do encapsulamento?,"<p>É comum que se ensine que o certo é deixar os atributos da classe privados e criar <em>getters</em> e <em>setters</em> para eles, tudo por causa do encapsulamento.</p>

<p>Isso não é a mesma coisa que deixar tudo público, já que você pode alterar e obter o valor livremente? Isso não cria apenas uma ilusão de encapsulamento? É recomendado ou não o seu uso? Por que?</p>
",<orientação-a-objetos><encapsulamento><getters-setters>
É possível chamar método internal(sem operador de visibilidade) de uma class herdada de um outro package?,"<p><strong>Problema</strong></p>

<p>Estou tentando criar alguns comportamentos extras em alguns componentes nativos do Android.</p>

<p>Para isso estou criando uma <code>class</code> acima do componente do Android e reescrevendo algumas situações que pretendo ter um comportamento diferente, e me deparei com uma situação que necessito em meu método customizado, chamar um método da <code>class</code> herdada (no caso o componente do Android), mas o método não está acessível para minha <code>class</code>, já que ele é internal e não <code>protected</code>, e minha <code>class</code> está em um outro <code>package</code>.</p>

<p><strong>Perguntas?</strong></p>

<ul>
<li>Apesar de saber que atributos e métodos <code>internal</code> só são acessiveis
para membros do mesmo <code>package</code> Java, gostaria de saber se há alguma
forma de ter acesso a esses métodos a partir de uma <code>class</code> de um
outro <code>package</code>?</li>
<li>E opcionalmente, se há alguma outra forma de sobrescrever
componentes nativos do Android, quem evitem esse tipo de problema?</li>
</ul>

<p><strong>Exemplo do que estou tentando fazer:</strong></p>

<pre class=""lang-java prettyprint-override""><code>public class MeuAbsListView extends AdapterView&lt;ListAdapter&gt;{

    public MeuAbsListView(Context context, AttributeSet attrs) {
        super(context, attrs);
    }

    public void meuMetodoDisparadoPeloMeuEvento(){
        // faz seu comportamento custumizado ... 

        // e tem esse metodo 'rememberSyncState' do 'AdapterView' que preciso chamar
        // só que ele é internal e não tenho acesso a ele, 
        // já no AbsListView nativo é possivel pois ele é do mesmo package do AdapterView
        rememberSyncState();
    }   
}
</code></pre>

<p>No código <a href=""https://github.com/android/platform_frameworks_base/blob/master/core/java/android/widget/AdapterView.java"" rel=""nofollow"">fonte do AdapterView do Android</a> o método está declarado assim:</p>

<pre class=""lang-java prettyprint-override""><code>void rememberSyncState() {
    // codigo do rememberSyncState ...
}
</code></pre>
",<java><android><orientação-a-objetos>
O que é associação simples em orientação a objetos?,"<p>Quando perguntei <a href=""http://pt.stackoverflow.com/questions/25619/composi%C3%A7%C3%A3o-e-agrega%C3%A7%C3%A3o-quais-as-diferen%C3%A7as-e-como-usar"">aqui</a> sobre composição e agregação eu estava achando que qualquer associação entre dois objetos se enquadrava nessas categorias (sem contar com herança). Mas aí na resposta vi que existe a chamada <em>associação simples</em>. Pesquisei na internet sobre isso e a maior parte do que achei era em relação a como representar isso em diagramas UML inves de propriamente o que esse tipo de associação representa.</p>

<p>Olhando no wikipedia vi o seguinte</p>

<blockquote>
  <p><strong>Associação:</strong> é o mecanismo pelo qual um objeto utiliza os recursos de outro. Pode tratar-se de uma <em>associação simples</em> ""usa um"" ou de um acoplamento ""parte de"". Por exemplo: Um humano usa um telefone. A tecla ""1"" é parte de um telefone</p>
</blockquote>

<p>Dessa forma, invés de ser uma relação de parte/todo como nas relações de agregação e composição uma associação simples é uma relação de uso? Eu achei que relações de uso fossem representadas por agregações, já que nesses tipos de associações a parte existe independente do todo, então fiquei confuso.</p>

<p>Assim o que realmente é a associação simples e como ela difere das outras formas de associação em orientação a objetos?</p>
",<orientação-a-objetos>
Chamar um método de uma classe Javascript (OOP),"<p>Bom pessoal gostaria de saber se é possivel acessar um metodo de uma classe(javascript) sem sem saber se a variavel por instancia-la.</p>

<pre><code>function SDK(dynamicUrl) {
    var data = 'DATA';
    var atual = null;
    var counter = 0;
    this.onComplete = function (){ }
    this.onError = function () { }
    this.start = function ( ) {
        alert('HUE BR')
    }
}
//Tendando acessar o metodo
SDK.start();
</code></pre>

<p>*Sei que poderia acessa-la criando uma variavel e instanciar a classe em questão, mas por uma limitação do projeto em questão isso não é possível T.T</p>

<pre><code>var sdk = new SDK('HUE BR');
sdk.start();
</code></pre>

<p>URL do script:
<a href=""http://jsfiddle.net/8twxajLh/"" rel=""nofollow"">http://jsfiddle.net/8twxajLh/</a></p>
",<javascript><orientação-a-objetos>
Sobre Orientado a Objeto em PHP,"<p>Eu tenho meu arquivo <strong>conexao.php</strong> com o código abaixo:</p>

<pre><code>$banco_hostname = ""localhost"";
$banco_usuario=""root"";
$banco_passwd="""";
$banco_nome=""banquinho"";
$conexao = new mysqli($banco_hostname,$banco_usuario,$banco_passwd,$banco_nome);
</code></pre>

<p>Ai no meu arquivo <strong>banco.oo.php</strong> com as classes (orientado a objeto) eu tenho:</p>

<p>

<pre><code>class autenticacao {
    function SignUp($conexao,$nome_post,$email_post,$passwd_post,$k_post,$k) {
        if( (!$nome_post) || (!$email_post) || (!$passwd_post) || (!$k_post) || ($k_post != $k) ){
            header('location:index.php');
        }
        else{
                // VERIFICA SE USUARIO OU EMAIL EXISTE CADASTRADO
                $sql = $conexao-&gt;query(""SELECT email FROM usuarios WHERE email='$email_post'"");
                if ($sql-&gt;num_rows==1){
                    echo '&lt;div class=""alertaIndexMSG""&gt;Ocorreu um erro, este e-mail ja possui um cadastro no banco de dados...&lt;/div&gt;';
                }
                else {
                    $acessos=1;
                    $ip=$_SERVER[""REMOTE_ADDR""];
                    // INSERE USUARIO AO BANCO DE DADOS
                    $sql = $conexao-&gt;prepare(""INSERT usuarios SET nome = ?, email = ?, passwd = ?, ip = ?, acessos = ?"");
                    $sql-&gt;bind_param('ssssi',$nome_post,$email_post,$passwd_post,$ip,$acessos);
                    $sql-&gt;execute();
                    $_SESSION[""message-signup""]=TRUE;
                    $_SESSION[""autenticado""]=$email_post;
                    $_SESSION[""usuario""]=$nome_post;
                    header('location:index.php');
                }
        }
    }
}
</code></pre>

<p>Ai no meu arquivo <strong>index.php</strong> eu teria um formulário para o SignUp como exemplo</p>

<pre><code>&lt;html&gt;
&lt;head&gt;
&lt;meta charset=""UTF-8""&gt;
&lt;title&gt;Titulo&lt;/title&gt;
&lt;/head&gt;
&lt;body&gt;
 &lt;!-- FORMULARIO DE SIGN UP AQUI --&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p>Ai no meu arquivo que <strong>processa o formulário de SignUp</strong> eu tenho:</p>

<pre><code>include(""conexao.php"");
include(""banco.oo.php"");
if (isset($_POST[""signin""])){
    $email=$_POST[""email""];
    $passwd=md5($_POST[""passwd""]);
    $OO = new autenticacao();
    $OO -&gt; SignIn($conexao,$email,$passwd);
}
</code></pre>

<p><em>Vamos então a minha dúvida/problema:</em></p>

<p>Eu lembro que <strong>antes eu não precisava levar a variavel $conexao sempre em todo $OO -> SignIn($conexao,$email,$passwd);</strong> pois a mesma já estava puxando dentro do arquivo banco.oo.php quando inicia a classe acho que como herança da classe todas funções dela acabavam recebendo essa variavel que faz se conectar ao banco quando chama a classe, mas agora nao sei o que fiz errado no banco.oo.php que toda vez que chamo uma função tenho que sair levando essa variavel e recebendo ela lá na função pra se conectar ao banco.</p>

<p>Qual meu erro na orientação a objeto que fiz?</p>
",<php><mysql><orientação-a-objetos><mysqli>
Disparar um evento usando JavaScript puro,"<p>Gostaria de saber como se despacha um evento usando JavaScript.
Tentei usando o seguinte código:</p>

<pre><code>var atual = document.getElementById('teste');
atual.addEventListener('mouseover', function(){ alert('HUE HUE HUE BR') });
atual.dispatchEvent('mouseover');
</code></pre>

<p>mas aí acontece um erro falando que o evento não existe:</p>

<blockquote>
  <p>Uncaught InvalidStateError: Failed to execute 'dispatchEvent' on 'EventTarget': The event provided is null. </p>
</blockquote>

<p><a href=""http://jsfiddle.net/6mx92ase/"" rel=""nofollow"">JSFiddle</a>.</p>
",<javascript><html><orientação-a-objetos>
Dúvida sobre métodos e classes estáticas,"<p>Tenho uma duvida sobre métodos e classes estáticas, dado o código abaixo:</p>

<pre><code>    static List&lt;MaterialRCM&gt; mr = new List&lt;MaterialRCM&gt;();

    [Authorize]
    public void AddMaterial(int Qtd, int Id)
    {
        mr.Add(new MaterialRCM(Id, Qtd));
    }
</code></pre>

<p>Agora, como classes e métodos estáticos não são tipos por referencia, se dois usuários utilizarem a mesma funcionalidade corre o risco de na lista ter dados dos dois usuários?
Pra ficar mais claro, esse método é chamado via Ajax, cada vez que o usuário adiciona um material esse método é chamado e adiciona o Id do Material e a quantidade na lista, e se dois usuários estiverem solicitando materiais?</p>
",<c#><asp.net-mvc><orientação-a-objetos>
Trocar atributos de um Objeto para outro,"<p>Na minha aplicação java tenho um objeto declado como <code>Extrair extrair = new Extrair();</code>
E eu uso esse objeto e seus atributos para meu servlet. Porém eu preciso passar esse objeto para o .jsp.
No jsp eu uso <code>extrair = request.getAttribute();</code>, só que o método request retorna um Object e eu estou atribuindo um Object a um Extrair.</p>

<p>Como posso resolver isso?</p>
",<java><orientação-a-objetos><jsp>
Object.create ou new Objetct() em Javascript? Qual a diferença entre os dois?,"<p>estou passando por uma dúvida técnica em Javascript:
Qual a diferença entre Object.create e new Object()? Quais os casos em que tenho que adotar um ao invés do outro?
Obrigado</p>
",<javascript><orientação-a-objetos><instanciar-objeto>
O que é herança diferencial?,"<p>Eu estava lendo <a href=""http://stackoverflow.com/questions/2709612/using-object-create-instead-of-new"">este artigo no SO em inglês</a> e me deparei com o termo <em>differential inheritance</em>.</p>

<p>O que, exatamente, é herança diferencial?</p>

<p>É possível termos um exemplo mínimo, preferencialmente em JavaScript?</p>
",<javascript><orientação-a-objetos><herança>
Forçar a declaração de propriedades,"<p>Estou implementando uma funcionalidade de filtros em algumas classes de minha aplicação através de <code>traits</code>.</p>

<p>A função da <code>trait</code> recorrerá a variáveis da classe através de algumas propriedades definidas na classe:</p>

<pre><code>&lt;?php

trait FilterTrait {    
    public function scopeApplyFilters($filters) {
        foreach (self::$allowedFilters as $filter) {
             // Executa método
        }
     }
}

class EstoqueMeta extends Eloquent {
    use FilterTrait;
    static public $allowedFilters = array('foo','bar');
}
</code></pre>

<p>Gostaria de forçar a partir da <code>trait</code> que a propriedade seja definida na classe.
Pensei implementar essa funcionalidade a partir de herança, porém eu perderia a flexibilidade de uso da <code>trait</code> em outras partes da minha aplicação.</p>

<p><strong>Existe alguma forma de ""forçar"" a declaração das propriedades a partir da <code>trait</code>? Caso negativo, há alguma alternativa sem envolver herança?</strong></p>

<hr>

<p>Meu problema não é declarar a propriedade na <code>trait</code>, inclusive foi essa minha primeira tentativa, mas caso a classe tenha a mesma propriedade, acontecerá um erro de colisão com o nome das propriedades.</p>

<pre><code>trait FilterTrait {    
    public $allowedFilters = array();    
    public function scopeApplyFilters($filters) {
        foreach (self::$allowedFilters as $filter) {
             // Executa método
        }
     }
}

class EstoqueMeta {
    use FilterTrait;    
    public $allowedFilters = array('foo', 'bar');
}
</code></pre>

<blockquote>
  <p>Fatal error:  EstoqueMeta and FilterTrait define the same property
  ($allowedFilters) in the composition of EstoqueMeta. However, the
  definition differs and is considered incompatible. Class was composed
  in [...][...] on line 23</p>
</blockquote>

<p><a href=""http://sandbox.onlinephpfunctions.com/code/9f8649f894ac8708df7c1f43377189af49469a3f"" rel=""nofollow""><strong>Exemplo</strong></a></p>
",<php><orientação-a-objetos><trait>
Utilizar dados que estão no banco de dados,"<p>Estou criando um Quiz. Consegui criar a tela para criar as perguntas, esta gravando no banco de dados tudo certo. Só que agora vou fazer o ""jogo"" em si, portanto teria que pegar uma pergunta que está guardada no banco e retornar para a tela, como faço essa consulta no banco? <code>ResultSet</code> esta dando erro o código abaixo.</p>

<pre><code> String SQL = ""Aqui montaria o SQL de Busca de Dificuldades no jogo
 WHERE"" ;

 String Nivel="" "";

 if(JrbFácil.isSelected()){ 

 SQL += ""DICICULDADE = FACIL""

 }

 if(JrbMédio.isSelected()){

 SQL += ""DICICULDADE = MEDIO""

 }

 if(JrbDificil.isSelected()){

 SQL += ""DICICULDADE = DIFICIL""

 }

 PreparedStatement stmt = this.connection.prepareStatement(""select *from quiz where id = ?"");

 stmt.setInt(1, 1); 

 ResultSet rs = stmt.executeQuery();
</code></pre>
",<java><orientação-a-objetos><jdbc>
"Orientação a objetos no R: S3, S4 e Reference Class","<p>O R possui, entre outras, três principais formas de orientação a objetos:</p>

<ul>
<li>S3;</li>
<li>S4; e,</li>
<li>Reference Classes.</li>
</ul>

<p>Quais as principais diferenças entre os três métodos? </p>

<p>E como implementá-los (de preferência fornecer um exemplo mínimo e simples com código implementando cada um)?</p>
",<orientação-a-objetos><r><paradigmas>
Como adicionar elementos concretos em runtime no padrão de projeto visitor?,"<p>Estou com uma dúvida referente ao <em>Design Pattern <strong>Visitor</em></strong>.</p>

<p>Pelos meus estudos, se você quiser adicionar um novo elemento concreto ao padrão deve adicionar um novo método abstrato na interface do visitor e implementar esse método nos visitors concretos. Isso requer que o software esteja parado, ser recompilado... enfim.</p>

<p>Há alguma variação de implementação deste padrão onde seja possível adicionar novos elementos concretos em <code>runtime</code>, como plugin, por exemplo?</p>
",<orientação-a-objetos><design-pattern>
O que são covariância e contravariância?,"<p>Vi algo do tipo <a href=""http://pt.stackoverflow.com/questions/2413/fun%C3%A7%C3%B5es-de-primeira-classe-por-que-tipos-de-entrada-devem-ser-contravariantes"">nesta pergunta</a> e sei isso se relaciona de alguma forma com orientação a objetos.</p>

<p>O que são? Como afetam meu código, e como posso utilizá-las para codificar melhor?</p>
",<orientação-a-objetos><variância>
